asin,name,date,rating,review,
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-01-24,5,"It's DARK AND BITTER, so if you're one of those sweet suger filled fake chocolate lovers, than this is out of your league, stick to your sugar candies.It's extremely hard to find anything this dark in India and even if there are, they're extremely pricy cause of low quantity production. Thanks to AMUL, now we have true dark chocolate at affordable price.NB: Loving the texture and feel of the chocolate. I'm really happy.Update: Finished 4 packs in less than 13 days. Ordered another 4. I just love the texture of the chocolate in my mouth. Truly in love ❤️",
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-01-30,5,It's literally heavenly feeling to taste this chocolate. The chocolate is bitter to the core. It has no added suger. Sugery chocolate/fake chocolate lovers won't like it. It's for those people who has developed taste for cocoa/cacao over the period of time. It's made for chocolate connoisseur. Price is very less when compare to other brands in market. Plus Amul is well-known brand itself. Packaging was nice.,
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-06-26,5,"I simply love this pure cocoa taste....not sure if people consider this bitter, I personally do not feel so, may be very mildly. But the cocoa taste, flavor indeed feels great.I had earlier tasted upto 90% dark among the Amul chocolates (& of course couple of other makes including Lindt). In fact I have graduated in darkness with Amul's progression in a way starting at 55% then 75, 90 and now 99% - in fact love the whole range by Amul. As long as this range is available I will never have to look beyond for Dark chocolates. Thanks Amul. In fact on an earlier occasion I had purchased 99% dark of some other make and did not like the flavor at all - strangely it had kind of a sourish smell and so far a bit hesitant with this item as well at first.Another thing the chocolates were delivered superbly packaged - thanks to the seller. Had a carton box outside and inside of it the chocolate packs had a layer of some kind of gel filled plastic bags to keep the chocolates at non melting temperature....pretty cool - so no melting problem or anything for me.So this would be my daily dose of dark chocolate from now on like a cube (or sometimes two) after each meal - enjoyable in taste, and so sugar, no guilt!!",
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-01-28,4,"So basically, this is not the chocolate for everyone. At first when I tasted it, I badly regretted buying it. It tasted nowhere near the chocolate you would find in the market. There isn't even the slightest hint of any kind of sweetness in it and most people would find it gross. But the more I ate it, the more I could feel it's richness and realised how decadent it is. It's not a chocolate, it's THE chocolate.",
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-01-25,5,"Amul 99% cacao is the best dark/bitter chocolate available in India... excellent innovation by Amul. I may tell that I am not endorsing Amul or any other brand...just my own opinions. It has been proven that cacao is one of the healthiest superfoods on earth with amazing health benefits. It's full of antioxidants & flavonoids which increase lifespan. It's one of the highest sources of nitric oxide which dilates/widens & relaxes blood vessels of the body by reducing blockages, thereby supporting heart & brain health. Cacao is also anti inflammatory and anti carcinogenic, thus reduces cancer risk. Moreover, cacao is a natural blood thinner, so can prevent blood clots, reduce blood cholesterol & blood sugar and lower blood pressure. Overall Amul dark cacao chocolate has enormous health benefits...so we must be thankful to Amul for making such an awesome health food. Please ignore the negative and one star rated reviews as those people are ignorant and lack awareness. Requesting all the sugar lovers...please don't defame such a nice and healthy product by giving negative ratings and one star. I pity those innocent sweet toothed people which focus on tongue taste rather than general health. Again, I am not promoting Amul company or a representative of the same, these are my personal views & experience. Those who want to enhance quality of life and reduce onset of lifestyle/genetic diseases like cancer, diabetes, hypertension, stroke, heart attacks, cardiac arrest, etc must not think twice...just purchase the stuff & enjoy. Infact, Amul 99% Cacao Chocolate is a heavenly bliss with irresistible taste. It is indeed Delightful & Ambrosial. I am giving a five star rating to this authentic product...if there were 10 stars, I would have given full 10/10. Lastly, thanks to Amul & Amazon, too for providing such a nice superfood at my doorstep.",
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,2020-01-08,5,"It's dark, bitter but that's what the product is all about. Though it took almost 1 week for delivery, the chocolate didn't melt luckily. Good packaging by the seller.I fell the chocolate is not made with the finest of cocoa seeds. But I like it.",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-07-19,5,"Amul all the way I don't think it needs a review the name speaks for itself.. And Amazon, as usual, was good and prompt in services",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-06-03,5,Delivered in cold box! Bravo.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-03-24,4,"Taste is better than competitors.  My kids love it more than Britannia , GO cheese and Milky mist.",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-10-09,5,"Amul's famous slogan, and ofcourse my favourite too...""Utterly Butterly Delicious AMUL""",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-05-29,4,Good quality. Rates should be 30% less.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-03-07,5,Another amazing product from amul and amazing delivery by amazon now delivery team,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2020-03-02,5,Nice flavor and melts easily .. perfect slices for making pizza,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-06-29,4,Okay product. Nothing special. Normal.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2020-10-05,4,Good for quick breakfast with bread,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-01-29,5,Tasty,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-07-19,5,"Amul all the way I don't think it needs a review the name speaks for itself.. And Amazon, as usual, was good and prompt in services",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-06-03,5,Delivered in cold box! Bravo.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-03-24,4,"Taste is better than competitors.  My kids love it more than Britannia , GO cheese and Milky mist.",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-10-09,5,"Amul's famous slogan, and ofcourse my favourite too...""Utterly Butterly Delicious AMUL""",
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-05-29,4,Good quality. Rates should be 30% less.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2018-03-07,5,Another amazing product from amul and amazing delivery by amazon now delivery team,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2020-03-02,5,Nice flavor and melts easily .. perfect slices for making pizza,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-06-29,4,Okay product. Nothing special. Normal.,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2020-10-05,4,Good for quick breakfast with bread,
B0832PGNNH,Amul-Cheese-Slices-200g-Pack,2019-01-29,5,Tasty,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-03-03,1,I ordered amul fresh creme it was just look like this when I opened the package I didn't even used it once ...so regretful for buying this product,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-01-13,5,"The cream is of good quality. See the fat percentage to choose cream for the type of cooking you need it for. This is good for everyday use. A tip to ensure it lasts mire than 2 days is to keep it right in front of the fridge cooling vent, this helps it last for a week or so. Freezing doesn't help, it changes the taste and texture.",
B018E0GEAM,Amul-Fresh-Cream-250ml,2018-11-14,4,General product but do check the manufacturing & expiry dates.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-30,3,"It is good for other dishes but not for whipped cream icing,I tried it for icing and as it is not a nondairy cream it had very little fat and thickness and more of liquidy milk which made the consistency wattery and think,Otherwise it is great for other dishes,for icing non-dairy whipped cream would be better",
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-11,5,"I tried making whipping cream with it and it really turned out well, used it for cake decoration and  it turned out really well 👌🏻😊",
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-11-11,5,It is very good product to add creaminess and texture to add to dishes. The taste is very nice.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-22,3,Whilst initially the cream is thick.  Subsequently the content starts thinning out into thick milk like.  Guess if it comes I. Tins like other oversea product it might have better consistency.  Surely Thant would be at a higher price.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2018-10-21,4,Good and Tasty,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-07-14,5,Best,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-08-20,5,Cool packaging and fresh product.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-03-03,1,I ordered amul fresh creme it was just look like this when I opened the package I didn't even used it once ...so regretful for buying this product,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-01-13,5,"The cream is of good quality. See the fat percentage to choose cream for the type of cooking you need it for. This is good for everyday use. A tip to ensure it lasts mire than 2 days is to keep it right in front of the fridge cooling vent, this helps it last for a week or so. Freezing doesn't help, it changes the taste and texture.",
B018E0GEAM,Amul-Fresh-Cream-250ml,2018-11-14,4,General product but do check the manufacturing & expiry dates.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-30,3,"It is good for other dishes but not for whipped cream icing,I tried it for icing and as it is not a nondairy cream it had very little fat and thickness and more of liquidy milk which made the consistency wattery and think,Otherwise it is great for other dishes,for icing non-dairy whipped cream would be better",
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-11,5,"I tried making whipping cream with it and it really turned out well, used it for cake decoration and  it turned out really well 👌🏻😊",
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-11-11,5,It is very good product to add creaminess and texture to add to dishes. The taste is very nice.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2020-09-22,3,Whilst initially the cream is thick.  Subsequently the content starts thinning out into thick milk like.  Guess if it comes I. Tins like other oversea product it might have better consistency.  Surely Thant would be at a higher price.,
B018E0GEAM,Amul-Fresh-Cream-250ml,2018-10-21,4,Good and Tasty,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-07-14,5,Best,
B018E0GEAM,Amul-Fresh-Cream-250ml,2019-08-20,5,Cool packaging and fresh product.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-02-07,5,Very good product amul✔️,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2019-08-03,5,"Amul is a very old and trusted brand. I typically purchase Mother Dairy / Amul Ghee - depending upon which one is at a better price (per kg )or on offer :)As usual, good quality ghee. No issues at all. Amazon does good delivery in Mumbai, be it Prime Now or Pantry. So no complaints.Go for it - won't be disappointed.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2019-10-17,1,I NOT LIKED IT.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-07-20,1,"Looks like a spoiled / duplicate product , packing date is 15th May 2020 the product isn't expired one",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-08-24,1,Guys dont order Amul ghee from amazon fresh the seller is selling some duplicate stuff.I got ill after having this.I hardly write reviews but this one i am writing just to warn all that don't purchase amul ghee from fresh at alllllll.You can see the picture.Even after putting it on burner it doesn't melt.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-08-26,1,"3rd time I've ordered this Ghee.*1st time: Ghee was perfect, it solidified, tasted gr8-directly & in my BulletProof Coffee.*2nd time: Tasted poor, directly & in my BPC, never solidified & my Mother said the same too.*3rd time: Thought the 2nd time was a batch problem. But the problem has repeated. It does not solidify, & TASTES EVEN WORSE (directly & indirectly) than the 2nd time.p.s. my coffee ingredients are the same.No More Amul Ghee, guess a lot of potential for adulteration within their scope of products & quality control. Mother Dairy, Dynamic much much better.Amul Ghee has lost a customer.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-07-20,2,"Bad quality. I think Amul made this low quality product for online shopping perpose only.  Amul ghee from local shop, in tin container is GOOD.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-03-09,1,Poor quality..Seems as was adulterated..Fake product,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-01-13,1,Big name duplicate product bad smell bad taste bad packing Zero value for moneyWorst ghee i purchased worst then refinedPRUDUCT MUST NOT BE SILD IN AMAZON.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2018-11-10,3,Ok,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-02-07,5,Very good product amul✔️,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2019-08-03,5,"Amul is a very old and trusted brand. I typically purchase Mother Dairy / Amul Ghee - depending upon which one is at a better price (per kg )or on offer :)As usual, good quality ghee. No issues at all. Amazon does good delivery in Mumbai, be it Prime Now or Pantry. So no complaints.Go for it - won't be disappointed.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2019-10-17,1,I NOT LIKED IT.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-07-20,1,"Looks like a spoiled / duplicate product , packing date is 15th May 2020 the product isn't expired one",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-08-24,1,Guys dont order Amul ghee from amazon fresh the seller is selling some duplicate stuff.I got ill after having this.I hardly write reviews but this one i am writing just to warn all that don't purchase amul ghee from fresh at alllllll.You can see the picture.Even after putting it on burner it doesn't melt.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-08-26,1,"3rd time I've ordered this Ghee.*1st time: Ghee was perfect, it solidified, tasted gr8-directly & in my BulletProof Coffee.*2nd time: Tasted poor, directly & in my BPC, never solidified & my Mother said the same too.*3rd time: Thought the 2nd time was a batch problem. But the problem has repeated. It does not solidify, & TASTES EVEN WORSE (directly & indirectly) than the 2nd time.p.s. my coffee ingredients are the same.No More Amul Ghee, guess a lot of potential for adulteration within their scope of products & quality control. Mother Dairy, Dynamic much much better.Amul Ghee has lost a customer.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-07-20,2,"Bad quality. I think Amul made this low quality product for online shopping perpose only.  Amul ghee from local shop, in tin container is GOOD.",
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-03-09,1,Poor quality..Seems as was adulterated..Fake product,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2020-01-13,1,Big name duplicate product bad smell bad taste bad packing Zero value for moneyWorst ghee i purchased worst then refinedPRUDUCT MUST NOT BE SILD IN AMAZON.,
B0758LVKLL,Amul-Pure-Ghee-Pouch-1L,2018-11-10,3,Ok,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-06-15,5,This is a fantastic product and my whole family is fond of this product.  We have been using this for ages (from Nutramul period).,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-10-01,5,I JUST LOVED THIS PRODUCT THERE IS NO COMPARISON OF THIS RIGHT NOW IN THE MARKET IN THE FLAVOUR OF CHOCOLATE MILK DRINK.ONLY HERSHEYS CHOCOLATE SYRUP COME CLOSE TO THIS WHICH IS EXPENSIVE & DIFFERENT PURPOSE.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-30,5,The Best Health Drink for the whole family.Amul Pro is the only Health Drink available in the market at most economical Price Tag.And that too Made in India by Amul.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-14,5,"Best product comparison to Bournvita, Horlicks chocolate, low price , good test, better value of nutrition and little part of DHA also. Amul is Indian brand must purchase this product. Packaging good and fast delivery by Amazon. Thanks  Amazon",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-08-10,4,"Due to price reason, I doubt it's effectiveness. Though I trust Amul a lot. Waiting for results. As far as flavour is concerned, it's awesome.",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-21,3,Taste is nice but i think malt win is better than this,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-13,5,My children love its taste and flavor. It does not appear to leave fake color in milk like other products.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-10,5,"One of the best products, highly recommended.",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-24,5,My daughter loves this drink. It tastes delicious n is very healthy too.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-08-07,5,"good and tasty, I  feel the bournvita is over hyped due to advertisement",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-06-15,5,This is a fantastic product and my whole family is fond of this product.  We have been using this for ages (from Nutramul period).,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-10-01,5,I JUST LOVED THIS PRODUCT THERE IS NO COMPARISON OF THIS RIGHT NOW IN THE MARKET IN THE FLAVOUR OF CHOCOLATE MILK DRINK.ONLY HERSHEYS CHOCOLATE SYRUP COME CLOSE TO THIS WHICH IS EXPENSIVE & DIFFERENT PURPOSE.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-30,5,The Best Health Drink for the whole family.Amul Pro is the only Health Drink available in the market at most economical Price Tag.And that too Made in India by Amul.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-14,5,"Best product comparison to Bournvita, Horlicks chocolate, low price , good test, better value of nutrition and little part of DHA also. Amul is Indian brand must purchase this product. Packaging good and fast delivery by Amazon. Thanks  Amazon",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-08-10,4,"Due to price reason, I doubt it's effectiveness. Though I trust Amul a lot. Waiting for results. As far as flavour is concerned, it's awesome.",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-21,3,Taste is nice but i think malt win is better than this,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-13,5,My children love its taste and flavor. It does not appear to leave fake color in milk like other products.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-07-10,5,"One of the best products, highly recommended.",
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-09-24,5,My daughter loves this drink. It tastes delicious n is very healthy too.,
B07H3V7LNR,Amul-Pro-500g-Pouch-Pack,2020-08-07,5,"good and tasty, I  feel the bournvita is over hyped due to advertisement",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2018-08-17,3,milk got spoiled when we boiled it. not upto the mark.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-05-30,5,Excellent quality milk. Thick and tasty. Works very well for making curd at home. Ensure you boil and then cool it down to warm temperature before putting it down to make curd. Otherwise can be consumed without boiling. Thanks to Amul for making it available across India. Only drawback is the additional cost we have to pay compared to Nandini and other common brands.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2018-12-29,5,Very convenient to store. One does't need to buy every day & assured quality. Curd is fantastic. I store 10ltrs & forget for 15 days.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-02-29,1,I got the expired pack..,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-08-19,5,"Tastes like normal pouch bag milk. Feels no difference unlike other brands which though taste good, sometimes are a lot thicker to seem real milk.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-10-14,5,"Same taste as the store bought Gold. Moreover, tetra pack is awesome as it can be recycled and hence, environment friendly. Though a little bit pricier than those plastic pouches yet worth it, considering our future.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-06-29,2,"Not like milk.its a cream coloured solution ( not white like natural milk or daily packed milk) likely soya milk as it's taste tells,and it sticks to walls of container.again a sign of some powdered or soya milk.not a good choice only an emergency option occasionally.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-06-29,1,"Sheer waste of money as the Milk got curdled on the last two occasions that I ordered.It appears that delivering the packets during this hot season without adequate precaution spoils the milk.Although the packet states that no refrigeration is required till opened, however it also mentions that the packets are to be stored in a cool place.Thus the careless transportation in an ordinary vehicle in hot weather is bound to have an adverse impact on the milk.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-08-13,2,"Spoilt. Perhaps it is being stored or transported in harsh sunlight or something. For the past several months, several of my orders of these have been spoilt.  Curdled milk,straight from a fresh carton,  each time.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-01-25,5,Got it for little less than ₹ 50Value for money in this price.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2018-08-17,3,milk got spoiled when we boiled it. not upto the mark.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-05-30,5,Excellent quality milk. Thick and tasty. Works very well for making curd at home. Ensure you boil and then cool it down to warm temperature before putting it down to make curd. Otherwise can be consumed without boiling. Thanks to Amul for making it available across India. Only drawback is the additional cost we have to pay compared to Nandini and other common brands.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2018-12-29,5,Very convenient to store. One does't need to buy every day & assured quality. Curd is fantastic. I store 10ltrs & forget for 15 days.,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-02-29,1,I got the expired pack..,
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-08-19,5,"Tastes like normal pouch bag milk. Feels no difference unlike other brands which though taste good, sometimes are a lot thicker to seem real milk.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-10-14,5,"Same taste as the store bought Gold. Moreover, tetra pack is awesome as it can be recycled and hence, environment friendly. Though a little bit pricier than those plastic pouches yet worth it, considering our future.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-06-29,2,"Not like milk.its a cream coloured solution ( not white like natural milk or daily packed milk) likely soya milk as it's taste tells,and it sticks to walls of container.again a sign of some powdered or soya milk.not a good choice only an emergency option occasionally.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-06-29,1,"Sheer waste of money as the Milk got curdled on the last two occasions that I ordered.It appears that delivering the packets during this hot season without adequate precaution spoils the milk.Although the packet states that no refrigeration is required till opened, however it also mentions that the packets are to be stored in a cool place.Thus the careless transportation in an ordinary vehicle in hot weather is bound to have an adverse impact on the milk.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2020-08-13,2,"Spoilt. Perhaps it is being stored or transported in harsh sunlight or something. For the past several months, several of my orders of these have been spoilt.  Curdled milk,straight from a fresh carton,  each time.",
B073S7M65M,Amul-Gold-Milk-Homogenised-Standardised,2019-01-25,5,Got it for little less than ₹ 50Value for money in this price.,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-11-21,1,Never buy this.. giving duplicate product..its not original ghee rather mixture of oil and vanaspati..no aroma on cooking..taste too bad...and smells on heating,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-03-24,1,"I ordered for patangali 2  1 leter pouches,,but 1 is correct weight and another is less waight",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-03-27,3,I am not satisfied with the quality of Ghee. It doesn't have any smell and it's very iight.  Mother Dairy ghee is far better than this. Overall it's a 50-50 purchase .,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-11-06,4,"Patanjali made cow milk deshi ghee is best of availed among all similar type of fmcg product, it taste was not so good but fair colour was same as normal home made deshi ghee have it also have a qr code which varifies that it is a original prodct made by patanjali so,finally I like to give a rating feedback to this deshi ghee product which is 08/10 it means 08 out of 10.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-02-02,1,"Just got this butter. I read nutritional information on the package and found that the amount of TRANS FAT does not match the description! The description indicates 0%, but actually 3%. For such a famous brand as Patanjali shamefully deceiving. I require update the nutritional information in product description!",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-07-03,5,"Hi All,As I cut opened the pack I was really amazed by the ghee quality. We usually assume patanjali products to be  low/poor quality since it is manufactured indigenously or may be because we are already habitual of using Costly products. You may find the price hike too much of this Ghee, I can assure you it is because the quality is really authentic. I do not have the images of the ghee now. Ghee is thick, pale white in color. And taste so Delicious. The aroma is so authentic.It has long shelf life. However, I have recently started making Full cream cow milk ghee at home.Will definitely recommend everyone to try this Ghee.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-06-12,3,"No issue with quality of Ghee. But the 1 litre Ghee is supposed to be consumed in a span of 09 months and the product which you had sent, was made in Dec. 2017. Already 07 months have passed. It means we will have to consume this 1 litre of Ghee in a span of two months. We were expecting fresh packet.  Disappointed with the seller.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-04-22,1,This product is worst...They are using duplicate ghee in this parcel...They mixed many other things in ghee...I threw it outside...Hate this,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-04-02,1,First time i tried a patanjali product.. Its just waste of our hard earning money.. There is  nothing to say positively.. Its not a ghee.It dosent smell like ghee either taste.. Just like vanaspathi/cheap oil.. Dont try to buy this patanjali ghee.. Else ready to write a frusturated review like this😬,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2017-08-13,1,Very bad. No smell at all.wasted my money.,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-11-21,1,Never buy this.. giving duplicate product..its not original ghee rather mixture of oil and vanaspati..no aroma on cooking..taste too bad...and smells on heating,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-03-24,1,"I ordered for patangali 2  1 leter pouches,,but 1 is correct weight and another is less waight",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-03-27,3,I am not satisfied with the quality of Ghee. It doesn't have any smell and it's very iight.  Mother Dairy ghee is far better than this. Overall it's a 50-50 purchase .,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-11-06,4,"Patanjali made cow milk deshi ghee is best of availed among all similar type of fmcg product, it taste was not so good but fair colour was same as normal home made deshi ghee have it also have a qr code which varifies that it is a original prodct made by patanjali so,finally I like to give a rating feedback to this deshi ghee product which is 08/10 it means 08 out of 10.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-02-02,1,"Just got this butter. I read nutritional information on the package and found that the amount of TRANS FAT does not match the description! The description indicates 0%, but actually 3%. For such a famous brand as Patanjali shamefully deceiving. I require update the nutritional information in product description!",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-07-03,5,"Hi All,As I cut opened the pack I was really amazed by the ghee quality. We usually assume patanjali products to be  low/poor quality since it is manufactured indigenously or may be because we are already habitual of using Costly products. You may find the price hike too much of this Ghee, I can assure you it is because the quality is really authentic. I do not have the images of the ghee now. Ghee is thick, pale white in color. And taste so Delicious. The aroma is so authentic.It has long shelf life. However, I have recently started making Full cream cow milk ghee at home.Will definitely recommend everyone to try this Ghee.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-06-12,3,"No issue with quality of Ghee. But the 1 litre Ghee is supposed to be consumed in a span of 09 months and the product which you had sent, was made in Dec. 2017. Already 07 months have passed. It means we will have to consume this 1 litre of Ghee in a span of two months. We were expecting fresh packet.  Disappointed with the seller.",
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2018-04-22,1,This product is worst...They are using duplicate ghee in this parcel...They mixed many other things in ghee...I threw it outside...Hate this,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2019-04-02,1,First time i tried a patanjali product.. Its just waste of our hard earning money.. There is  nothing to say positively.. Its not a ghee.It dosent smell like ghee either taste.. Just like vanaspathi/cheap oil.. Dont try to buy this patanjali ghee.. Else ready to write a frusturated review like this😬,
B01H70ZVIQ,Patanjali-Cows-Ghee-1L,2017-08-13,1,Very bad. No smell at all.wasted my money.,
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-09-12,4,The product looks and tastes all genuine.....Thanks to Amazon for delivering the product early after connecting with customer care executive who facilitated the dispatch.,
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-06-15,5,The bestPatanjali baba Ram dev ji,
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-08-09,1,"Seems like I have got fake products, as after consuming this I didnt find effects on my body. Even feels like I'm consuming rice hulls. Seriously  one should check the quality",
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-05-09,3,Good delivery,
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-09-12,5,Patanjali always Awesome,
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-09-20,1,"Only 3 item received,  ashwagandha is missing from box",
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-08-15,5,"Good products, very fastest delivery for Amazon",
B071VPLC99,Patanjali-Shatavar-Mushli-Ashwagandha-Churna,2020-10-01,1,Seal broken product delivered.NOT satisfied,
